50,50
25,25
742,744,744,744,744,744,744,745,746,747,748,749,749,749,749,749,749,744,744,742,743,747,748,749,745,746,747,748,744,745,744,744,744,744,745,746,747,748,749,744,742,743,745,744,745,746,747,748,749,811,
863,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,803,804,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,803,804,1050,1050,1050,1050,1050,1050,1050,811,
924,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
985,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1046,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
985,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,865,866,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1046,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,926,927,806,807,808,809,810,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,867,868,869,870,871,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,1050,1050,1050,925,925,1050,1050,1050,1050,1050,928,929,930,931,932,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,1050,925,925,925,1050,1050,1050,1050,1050,1050,989,990,991,992,993,1050,1050,1050,1050,1050,1050,1050,1050,925,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,925,986,987,987,987,987,987,987,987,987,987,987,988,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,811,
1107,1050,1050,1050,1050,1050,1047,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1049,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,872,
1107,1050,1050,1050,1050,1050,1108,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109,1110,925,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,933,
1107,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,925,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,925,1050,865,866,1050,1050,1050,1050,1050,994,
1107,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,925,925,926,927,1050,1050,1050,1050,1050,1055,
1107,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1053,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,925,1050,1050,1050,1050,1050,1050,1050,1116,
